playerId,season,name,team,position,games_played,icetime,p/60,p/60_rank,p/60_rank_norm,goals,goals_rank,goals_rank_norm,assists,assists_rank,assists_rank_norm,xg,xg_rank,xg_rank_norm,corsi_for_pct,corsi_rank,corsi_rank_norm,high_danger_shots,hds_rank,hds_rank_norm
8477021,2024,Alexander Kerfoot,UTA,C,81,58295.0,1.4203619521399777,246,42.216981132075475,9.0,211,50.47169811320755,10.0,132,69.10377358490567,13.0,119,72.16981132075472,0.54,49,88.67924528301887,21.0,20,95.51886792452831
8477505,2024,Alexander Wennberg,SJS,C,77,62702.0,1.2631176039041818,296,30.424528301886795,5.0,324,23.820754716981142,10.0,133,68.86792452830188,4.31,389,8.490566037735846,0.47,308,27.594339622641513,1.0,419,1.415094339622641
8480074,2024,Alexandre Texier,STL,C,31,21212.0,1.5274372996417123,212,50.235849056603776,5.0,325,23.58490566037736,3.0,343,19.339622641509436,3.4,411,3.3018867924528337,0.46,338,20.51886792452831,2.0,408,4.009433962264154
8480281,2024,Alexey Toropchenko,STL,R,80,53137.0,1.219489244782355,310,27.12264150943396,4.0,349,17.924528301886795,6.0,244,42.68867924528302,9.11,260,38.91509433962264,0.46,339,20.283018867924525,12.0,181,57.54716981132076
8482109,2024,Alexis Lafrenire,NYR,L,82,73338.0,1.9635114129100875,83,80.66037735849056,15.0,75,82.54716981132076,18.0,19,95.75471698113208,14.32,82,80.89622641509433,0.52,101,76.41509433962264,14.0,139,67.45283018867924
8481656,2024,Aliaksei Protas,WSH,C,76,64351.0,2.7971593293033523,4,99.29245283018868,20.0,28,93.63207547169812,19.0,13,97.16981132075472,14.44,79,81.60377358490567,0.53,73,83.01886792452831,10.0,233,45.28301886792453
8475314,2024,Anders Lee,NYI,L,82,68021.0,2.1169932814865997,56,87.02830188679245,21.0,24,94.5754716981132,11.0,109,74.52830188679246,21.35,2,99.76415094339623,0.52,102,76.17924528301887,26.0,4,99.29245283018868
8477444,2024,Andre Burakovsky,SEA,L,79,59091.0,1.6449205462760828,166,61.08490566037736,10.0,192,54.95283018867925,12.0,85,80.18867924528303,8.63,277,34.90566037735849,0.47,309,27.358490566037744,5.0,350,17.688679245283026
8483808,2024,Andrei Kuzmenko,LAK,L,66,49741.0,1.664622745823365,159,62.735849056603776,7.0,266,37.5,7.0,212,50.235849056603776,7.26,314,26.179245283018872,0.52,103,75.9433962264151,8.0,285,33.01886792452831
8480830,2024,Andrei Svechnikov,CAR,R,72,56583.0,1.2724669953873071,290,31.839622641509436,5.0,326,23.34905660377359,11.0,110,74.29245283018868,14.14,87,79.71698113207547,0.57,22,95.04716981132076,16.0,86,79.95283018867924
8477429,2024,Andrew Copp,DET,C,56,43606.0,1.486034032013943,224,47.405660377358494,6.0,300,29.481132075471706,9.0,152,64.38679245283019,7.94,301,29.245283018867923,0.47,310,27.12264150943396,11.0,208,51.17924528301887
8478233,2024,Andrew Mangiapane,WSH,L,81,55766.0,1.2911092780547286,286,32.783018867924525,11.0,156,63.443396226415096,6.0,245,42.45283018867925,11.37,186,56.36792452830189,0.53,74,82.78301886792453,14.0,140,67.21698113207547
8478463,2024,Anthony Beauvillier,WSH,L,81,59651.0,1.3277229216609947,276,35.14150943396227,14.0,89,79.24528301886792,3.0,344,19.103773584905667,17.58,24,94.5754716981132,0.52,104,75.70754716981132,27.0,3,99.52830188679245
8478519,2024,Anthony Cirelli,TBL,C,80,69559.0,1.8631665205077705,106,75.23584905660377,15.0,76,82.31132075471697,9.0,153,64.15094339622641,16.07,49,88.67924528301887,0.55,37,91.50943396226415,21.0,21,95.28301886792453
8477407,2024,Anthony Duclair,NYI,L,44,34106.0,0.844426200668504,392,7.783018867924525,4.0,350,17.688679245283026,4.0,309,27.358490566037744,5.16,370,12.971698113207552,0.49,224,47.405660377358494,4.0,378,11.084905660377359
8482113,2024,Anton Lundell,FLA,C,79,60809.0,2.0128599384959465,75,82.54716981132076,11.0,157,63.20754716981132,17.0,23,94.81132075471699,11.82,171,59.905660377358494,0.54,50,88.44339622641509,11.0,209,50.943396226415096
8471685,2024,Anze Kopitar,LAK,C,81,68717.0,1.8859961872607942,101,76.41509433962264,16.0,59,86.32075471698113,13.0,56,87.02830188679245,10.11,233,45.28301886792453,0.51,144,66.27358490566039,16.0,87,79.71698113207547
